label_name,bbox_x,bbox_y,bbox_width,bbox_height,image_name,image_width,image_height,filepath,exists
polka_dot,458,417,132,160,asos_206481513.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206481513.jpg,True
polka_dot,483,397,130,81,asos_206483804.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206483804.jpg,True
polka_dot,348,761,305,290,asos_206487803.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206487803.jpg,True
polka_dot,382,626,111,100,asos_206490520.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206490520.jpg,True
floral,399,363,147,231,asos_206507774.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206507774.jpg,True
polka_dot,500,501,216,415,asos_206598777.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206598777.jpg,True
polka_dot,222,476,417,240,asos_206598867.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206598867.jpg,True
polka_dot,571,518,204,312,asos_206641515.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206641515.jpg,True
polka_dot,427,576,132,307,asos_206648895.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206648895.jpg,True
floral,336,425,135,363,asos_206663366.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206663366.jpg,True
floral,341,523,275,336,asos_206677064.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206677064.jpg,True
polka_dot,343,646,170,246,asos_206717123.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206717123.jpg,True
polka_dot,370,761,208,314,asos_206761572.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206761572.jpg,True
polka_dot,549,783,277,224,asos_206774239.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206774239.jpg,True
polka_dot,303,552,145,331,asos_206813385.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206813385.jpg,True
polka_dot,488,402,305,356,asos_206886571.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206886571.jpg,True
floral,557,388,147,280,asos_206898651.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206898651.jpg,True
floral,343,510,219,495,asos_206945900.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206945900.jpg,True
floral,367,565,159,425,asos_206946121.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206946121.jpg,True
floral,394,636,236,473,asos_206963474.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_206963474.jpg,True
polka_dot,699,427,132,132,asos_206963645.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_206963645.jpg,True
polka_dot,363,471,203,341,asos_207005971.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207005971.jpg,True
polka_dot,471,449,111,223,asos_207069902.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207069902.jpg,True
polka_dot,357,522,358,248,asos_207093719.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207093719.jpg,True
polka_dot,399,555,116,257,asos_207127890.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207127890.jpg,True
polka_dot,424,479,204,268,asos_207155349.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207155349.jpg,True
polka_dot,419,348,164,275,asos_207162554.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207162554.jpg,True
polka_dot,432,435,130,348,asos_207162642.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207162642.jpg,True
polka_dot,385,395,165,74,asos_207162760.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207162760.jpg,True
polka_dot,276,527,165,246,asos_207275989.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207275989.jpg,True
floral,419,842,145,277,asos_207281723.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207281723.jpg,True
floral,439,734,145,397,asos_207281724.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207281724.jpg,True
floral,571,729,206,192,asos_207301872.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207301872.jpg,True
floral,355,638,278,390,asos_207304000.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207304000.jpg,True
polka_dot,441,734,294,285,asos_207308356.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207308356.jpg,True
floral,407,366,145,285,asos_207326493.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207326493.jpg,True
polka_dot,235,518,83,83,asos_207363077.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207363077.jpg,True
polka_dot,429,427,197,597,asos_207385704.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207385704.jpg,True
floral,368,641,218,533,asos_207386980.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207386980.jpg,True
polka_dot,475,530,155,368,asos_207402118.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207402118.jpg,True
floral,461,478,169,498,asos_207418053.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207418053.jpg,True
floral,377,496,138,243,asos_207426167.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207426167.jpg,True
floral,416,484,319,241,asos_207428190.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207428190.jpg,True
floral,465,407,361,525,asos_207428841.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207428841.jpg,True
polka_dot,470,466,116,305,asos_207459347.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207459347.jpg,True
floral,451,383,127,268,asos_207475789.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207475789.jpg,True
floral,404,506,128,365,asos_207475820.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207475820.jpg,True
polka_dot,416,493,501,447,asos_207477326.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207477326.jpg,True
floral,360,429,226,527,asos_207495883.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207495883.jpg,True
floral,405,489,143,503,asos_207547866.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207547866.jpg,True
floral,380,623,251,280,asos_207553381.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207553381.jpg,True
polka_dot,303,515,206,236,asos_207557985.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207557985.jpg,True
floral,365,412,216,481,asos_207564507.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207564507.jpg,True
polka_dot,441,527,137,366,asos_207573108.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207573108.jpg,True
polka_dot,235,533,302,224,asos_207573224.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207573224.jpg,True
polka_dot,166,901,333,333,asos_207573224.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207573224.jpg,True
polka_dot,429,302,135,277,asos_207573244.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207573244.jpg,True
floral,427,314,133,798,asos_207588078.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207588078.jpg,True
polka_dot,431,518,143,395,asos_207590663.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207590663.jpg,True
polka_dot,485,299,101,203,asos_207590663.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207590663.jpg,True
polka_dot,358,950,110,100,asos_207590663.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207590663.jpg,True
polka_dot,419,375,127,407,asos_207591122.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207591122.jpg,True
polka_dot,419,819,122,172,asos_207591122.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207591122.jpg,True
floral,438,653,297,305,asos_207591349.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207591349.jpg,True
polka_dot,542,484,197,486,asos_207591778.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207591778.jpg,True
floral,438,354,208,214,asos_207593801.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207593801.jpg,True
floral,522,366,167,722,asos_207595433.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207595433.jpg,True
floral,414,356,118,255,asos_207615259.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207615259.jpg,True
floral,384,246,73,91,asos_207615259.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207615259.jpg,True
floral,530,206,56,130,asos_207615259.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207615259.jpg,True
floral,436,378,191,343,asos_207615941.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207615941.jpg,True
floral,645,356,133,321,asos_207615941.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207615941.jpg,True
polka_dot,471,483,56,76,asos_207620867.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207620867.jpg,True
polka_dot,502,829,76,30,asos_207620867.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207620867.jpg,True
polka_dot,324,545,32,35,asos_207620867.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207620867.jpg,True
floral,539,388,115,766,asos_207622479.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207622479.jpg,True
floral,400,626,115,464,asos_207622479.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207622479.jpg,True
floral,670,830,51,322,asos_207622479.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207622479.jpg,True
floral,316,922,69,224,asos_207622479.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207622479.jpg,True
floral,684,365,100,169,asos_207622479.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207622479.jpg,True
floral,416,380,147,623,asos_207622798.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207622798.jpg,True
floral,436,338,133,714,asos_207630541.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207630541.jpg,True
floral,385,479,44,170,asos_207630541.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207630541.jpg,True
polka_dot,286,550,96,329,asos_207654648.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207654648.jpg,True
polka_dot,408,599,104,305,asos_207654648.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207654648.jpg,True
polka_dot,285,935,219,161,asos_207654648.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207654648.jpg,True
polka_dot,480,329,110,143,asos_207663051.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207663051.jpg,True
polka_dot,466,846,47,201,asos_207663051.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207663051.jpg,True
polka_dot,243,552,327,707,asos_207686236.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207686236.jpg,True
polka_dot,402,341,162,751,asos_207686361.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207686361.jpg,True
polka_dot,294,532,258,707,asos_207686417.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207686417.jpg,True
polka_dot,387,500,125,132,asos_207705174.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207705174.jpg,True
polka_dot,405,670,95,132,asos_207705174.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207705174.jpg,True
polka_dot,411,837,78,91,asos_207705174.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207705174.jpg,True
floral,439,336,108,481,asos_207708981.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207708981.jpg,True
polka_dot,429,322,143,672,asos_207709594.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207709594.jpg,True
polka_dot,345,689,83,326,asos_207709594.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207709594.jpg,True
polka_dot,459,361,81,493,asos_207709647.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207709647.jpg,True
floral,380,439,145,628,asos_207710114.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207710114.jpg,True
polka_dot,284,714,172,311,asos_207712485.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207712485.jpg,True
floral,318,508,253,511,asos_207717030.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207717030.jpg,True
floral,411,461,245,135,asos_207721229.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207721229.jpg,True
floral,330,611,116,495,asos_207721229.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207721229.jpg,True
floral,527,621,111,488,asos_207721229.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207721229.jpg,True
floral,488,679,240,361,asos_207729987.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207729987.jpg,True
floral,448,505,96,169,asos_207729987.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207729987.jpg,True
floral,302,756,321,336,asos_207738812.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207738812.jpg,True
floral,308,785,285,287,asos_207745215.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207745215.jpg,True
floral,286,770,484,484,asos_207754546.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207754546.jpg,True
floral,473,619,177,446,asos_207756906.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207756906.jpg,True
floral,260,852,201,143,asos_207756906.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207756906.jpg,True
polka_dot,378,473,208,412,asos_207758318.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207758318.jpg,True
polka_dot,525,630,216,412,asos_207764213.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207764213.jpg,True
floral,287,714,430,393,asos_207781001.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207781001.jpg,True
floral,365,547,235,557,asos_207781268.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207781268.jpg,True
floral,468,307,108,181,asos_207781268.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207781268.jpg,True
polka_dot,573,535,111,103,asos_207783415.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207783415.jpg,True
polka_dot,333,576,91,91,asos_207783415.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207783415.jpg,True
polka_dot,424,1016,111,89,asos_207783415.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207783415.jpg,True
polka_dot,465,638,233,233,asos_207784786.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207784786.jpg,True
polka_dot,439,928,221,339,asos_207784786.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207784786.jpg,True
polka_dot,454,348,135,435,asos_207786048.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207786048.jpg,True
polka_dot,269,707,294,300,asos_207787034.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207787034.jpg,True
polka_dot,522,500,221,603,asos_207799435.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207799435.jpg,True
floral,228,363,235,478,asos_207806143.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207806143.jpg,False
polka_dot,449,582,228,481,asos_207811396.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207811396.jpg,True
floral,436,543,214,702,asos_207812118.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207812118.jpg,True
polka_dot,365,554,218,513,asos_207817089.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207817089.jpg,True
polka_dot,439,366,149,522,asos_207824347.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207824347.jpg,True
floral,409,717,208,251,asos_207829151.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207829151.jpg,True
floral,468,562,105,140,asos_207829151.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207829151.jpg,True
floral,608,397,164,657,asos_207837198.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207837198.jpg,True
floral,541,792,57,251,asos_207837198.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207837198.jpg,True
floral,809,822,59,208,asos_207837198.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207837198.jpg,True
polka_dot,471,339,159,316,asos_207839751.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207839751.jpg,True
floral,306,493,191,589,asos_207845313.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207845313.jpg,True
polka_dot,468,415,147,235,asos_207851747.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207851747.jpg,True
polka_dot,449,410,111,375,asos_207851860.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207851860.jpg,True
polka_dot,323,638,219,204,asos_207862644.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207862644.jpg,True
polka_dot,368,1070,245,120,asos_207862644.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207862644.jpg,True
polka_dot,589,565,194,388,asos_207871249.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207871249.jpg,True
polka_dot,438,547,170,333,asos_207871409.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207871409.jpg,True
floral,429,491,152,378,asos_207871698.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207871698.jpg,True
floral,451,349,91,103,asos_207871698.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207871698.jpg,True
floral,331,883,165,76,asos_207871698.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207871698.jpg,True
polka_dot,318,496,250,457,asos_207872453.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207872453.jpg,True
floral,416,641,169,378,asos_207872921.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207872921.jpg,True
floral,311,628,312,204,asos_207872949.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207872949.jpg,True
floral,365,1038,351,230,asos_207872949.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207872949.jpg,True
floral,316,611,383,380,asos_207873299.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207873299.jpg,True
floral,454,321,162,275,asos_207880838.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207880838.jpg,True
floral,419,606,105,537,asos_207880838.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207880838.jpg,True
polka_dot,441,520,223,449,asos_207893846.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207893846.jpg,True
polka_dot,411,397,137,241,asos_207893865.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207893865.jpg,True
polka_dot,416,731,257,327,asos_207893944.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\polka_dot\asos_207893944.jpg,True
floral,350,451,248,591,asos_207894907.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207894907.jpg,True
floral,429,410,187,577,asos_207895121.jpg,1000,1276,C:/Users/rlarh/Desktop/tops-pattern/data/raw/tops\floral\asos_207895121.jpg,True
